PRISM Time Series Data
Location:  Lat: 32.8355   Lon: -117.1529   Elev: 381ft
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 2018-01-01 - 2022-09-28
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2022-Nov-29
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
2020-02-14,0.00,43.9,55.0,66.1,44.5,0.67,12.40
2020-02-15,0.00,44.6,54.9,65.2,46.1,0.61,10.39
2020-02-16,0.00,44.0,55.6,67.2,45.5,0.74,12.92
2020-02-17,0.00,44.9,56.2,67.5,48.0,0.41,12.21
2020-02-18,0.00,48.3,56.9,65.5,50.0,0.27,9.41
2020-02-19,0.00,54.2,59.4,64.6,51.3,1.79,8.23
2020-02-20,0.00,48.9,57.1,65.4,50.3,0.84,7.91
2020-02-21,0.00,48.6,61.4,74.2,48.4,0.75,16.82
2020-02-22,0.01,52.7,62.1,71.4,49.5,1.54,16.77
2020-02-23,0.32,52.6,56.5,60.4,50.2,1.41,6.27
2020-02-24,0.00,49.6,56.3,63.0,48.6,1.26,7.67
2020-02-25,0.00,49.9,58.1,66.4,50.8,0.97,8.67
2020-02-26,0.00,49.7,64.6,79.4,36.1,1.09,26.99
2020-02-27,0.00,52.0,64.8,77.7,26.5,7.42,28.29
2020-02-28,0.00,53.5,67.6,81.8,27.8,9.16,32.31
2020-02-29,0.00,50.9,66.6,82.3,38.4,4.12,32.52
2020-03-01,0.00,48.6,58.3,68.0,47.1,2.73,12.75
2020-03-02,0.04,49.8,54.3,58.8,45.6,1.36,7.76
2020-03-03,0.00,45.8,53.8,61.8,43.5,1.13,9.83
2020-03-04,0.00,44.9,59.4,73.9,41.5,0.95,21.71
2020-03-05,0.00,49.4,58.3,67.2,50.3,0.71,9.03
2020-03-06,0.00,51.7,62.8,73.9,53.2,0.52,14.07
2020-03-07,0.00,53.6,60.8,67.9,52.4,0.45,8.79
2020-03-08,0.07,54.0,58.9,63.7,49.4,1.00,9.00
2020-03-09,0.04,49.3,56.4,63.5,48.3,0.41,8.84
2020-03-10,0.38,48.7,59.5,70.4,48.2,0.69,15.69
2020-03-11,0.23,59.4,62.9,66.5,59.5,0.73,3.99
2020-03-12,0.05,56.2,62.3,68.4,56.4,0.60,7.86
2020-03-13,0.78,53.4,57.3,61.3,53.6,0.50,4.74
2020-03-14,0.43,54.2,56.6,59.1,53.5,1.00,3.07
2020-03-15,0.05,53.2,57.8,62.5,51.7,0.77,7.34
2020-03-16,0.00,51.6,56.8,62.0,49.3,1.08,7.20
2020-03-17,0.40,52.3,57.4,62.5,48.0,0.61,8.94
2020-03-18,0.05,46.9,53.6,60.3,41.8,1.68,9.23
2020-03-19,0.40,48.3,52.1,55.9,45.4,1.21,4.99
2020-03-20,0.04,49.9,55.2,60.5,46.7,1.11,7.81
2020-03-21,0.00,50.7,56.3,62.0,48.3,1.34,8.25
2020-03-22,0.00,50.1,56.9,63.6,48.6,1.23,8.18
2020-03-23,0.27,49.6,58.7,67.8,51.1,1.10,12.37
2020-03-24,0.04,50.0,56.5,63.1,49.2,0.98,8.14
2020-03-25,0.00,52.1,57.8,63.4,47.8,1.92,8.48
2020-03-26,0.06,52.5,57.4,62.3,46.0,2.29,8.68
2020-03-27,0.26,46.1,52.4,58.7,40.4,1.37,9.23
2020-03-28,0.01,44.7,52.4,60.1,40.2,1.11,10.13
2020-03-29,0.00,45.3,53.7,62.0,44.3,1.40,8.52
2020-03-30,0.00,47.8,55.6,63.3,48.1,1.26,8.48
2020-03-31,0.00,51.8,59.8,67.9,50.2,1.45,11.10
2020-04-01,0.00,52.8,61.1,69.4,51.6,1.04,11.77
2020-04-02,0.00,52.1,59.3,66.4,52.7,0.66,8.28
2020-04-03,0.00,50.1,57.2,64.3,48.4,2.05,8.58
2020-04-04,0.00,49.7,57.6,65.4,49.5,1.78,9.20
2020-04-05,0.00,55.8,59.9,64.1,48.3,3.46,8.76
2020-04-06,0.25,53.9,58.5,63.0,49.0,1.23,8.19
2020-04-07,1.43,53.6,58.1,62.7,52.3,0.80,7.10
2020-04-08,0.49,51.3,56.8,62.3,51.8,0.74,5.33
2020-04-09,0.13,50.2,54.7,59.1,45.6,1.07,7.57
2020-04-10,1.61,50.9,55.5,60.1,49.1,0.90,7.14
2020-04-11,1.39,50.2,52.9,55.6,50.4,0.67,2.37
2020-04-12,0.00,49.4,56.8,64.3,51.1,1.23,7.43
2020-04-13,0.05,53.8,56.8,59.8,51.7,0.70,4.97
2020-04-14,0.05,53.8,57.8,61.9,52.9,0.88,5.38
2020-04-15,0.00,53.8,61.2,68.5,53.4,1.17,8.45
2020-04-16,0.00,52.1,64.8,77.5,46.9,2.09,24.01
2020-04-17,0.00,52.4,62.4,72.4,49.8,1.47,15.72
2020-04-18,0.03,53.3,58.9,64.4,50.6,1.46,8.95
2020-04-19,0.04,55.4,59.8,64.2,51.3,1.18,8.42
2020-04-20,0.00,56.4,60.1,63.7,52.1,1.94,7.09
2020-04-21,0.00,57.1,61.0,64.9,52.6,2.08,7.57
2020-04-22,0.00,54.0,60.4,66.7,52.9,1.47,8.94
2020-04-23,0.00,54.3,66.3,78.3,53.7,1.59,19.74
2020-04-24,0.00,57.3,69.2,81.0,55.9,2.28,22.18
2020-04-25,0.00,59.3,72.3,85.2,59.8,0.70,25.25
2020-04-26,0.00,59.8,72.1,84.3,60.3,0.53,24.50
2020-04-27,0.00,60.3,72.8,85.2,59.2,0.95,27.61
2020-04-28,0.00,60.0,67.3,74.6,59.0,1.19,11.49
2020-04-29,0.00,61.3,67.9,74.5,59.6,1.48,10.87
2020-04-30,0.00,62.0,67.0,72.0,60.6,1.13,8.13
2020-05-01,0.00,61.9,68.2,74.4,60.3,1.44,10.97
2020-05-02,0.00,58.9,66.8,74.6,58.3,1.80,12.83
2020-05-03,0.00,58.9,67.4,75.9,57.1,1.91,14.71
2020-05-04,0.00,58.7,65.7,72.7,56.5,1.95,11.89
2020-05-05,0.00,58.4,67.2,75.9,57.5,1.60,14.99
2020-05-06,0.00,60.1,71.6,83.1,58.2,2.08,22.09
2020-05-07,0.00,59.7,73.6,87.6,54.4,2.67,33.48
2020-05-08,0.00,58.9,70.1,81.3,57.2,1.44,21.81
2020-05-09,0.00,59.4,67.4,75.4,59.4,0.88,12.68
2020-05-10,0.00,63.2,68.0,72.8,60.0,2.52,9.49
2020-05-11,0.00,61.2,66.3,71.5,58.8,1.88,8.71
2020-05-12,0.00,56.5,64.2,72.0,54.6,2.45,12.12
2020-05-13,0.01,55.7,63.9,72.1,55.1,1.92,13.07
2020-05-14,0.00,55.9,62.7,69.6,52.3,2.30,12.11
2020-05-15,0.00,55.4,63.6,71.7,55.4,1.97,11.81
2020-05-16,0.00,58.9,66.0,73.0,56.6,1.96,11.77
2020-05-17,0.00,59.8,67.1,74.4,58.4,1.94,12.01
2020-05-18,0.00,60.5,66.5,72.5,57.2,2.32,10.39
2020-05-19,0.00,59.3,66.0,72.8,55.9,4.15,11.71
2020-05-20,0.00,54.6,61.5,68.5,49.1,2.81,12.72
2020-05-21,0.00,54.5,63.1,71.7,52.5,1.62,13.98
2020-05-22,0.00,54.8,65.1,75.3,55.7,1.38,16.98
2020-05-23,0.00,60.7,65.8,71.0,54.2,3.33,11.06
2020-05-24,0.00,56.4,62.8,69.3,52.9,2.32,10.61
2020-05-25,0.00,56.2,64.2,72.3,56.4,1.69,11.38
2020-05-26,0.00,60.0,68.4,76.9,58.7,1.68,16.51
2020-05-27,0.00,60.5,71.1,81.6,59.3,1.09,23.72
2020-05-28,0.00,61.5,71.1,80.7,59.7,1.36,19.97
2020-05-29,0.00,62.7,68.4,74.1,59.6,2.26,11.33
2020-05-30,0.00,62.0,65.7,69.4,57.7,2.42,8.06
2020-05-31,0.00,61.1,67.0,72.9,55.8,2.79,13.06
2020-06-01,0.00,59.0,66.4,73.7,57.3,1.63,12.29
2020-06-02,0.00,58.7,68.0,77.3,56.6,1.66,16.60
2020-06-03,0.00,59.9,68.1,76.3,59.7,1.98,13.68
2020-06-04,0.00,63.1,73.5,83.8,61.0,1.61,21.25
2020-06-05,0.00,61.7,66.4,71.1,59.4,1.47,8.83
2020-06-06,0.09,61.3,66.2,71.0,58.0,1.33,10.99
2020-06-07,0.03,60.3,65.2,70.2,56.3,1.89,9.85
2020-06-08,0.00,56.1,64.6,73.1,55.1,2.27,12.07
2020-06-09,0.00,55.4,68.9,82.4,43.8,1.70,27.18
2020-06-10,0.00,60.6,77.7,94.8,30.6,10.11,52.28
2020-06-11,0.00,61.4,78.1,94.8,44.3,6.68,50.31
2020-06-12,0.00,60.2,71.1,82.0,56.1,1.78,24.76
2020-06-13,0.00,59.5,66.9,74.2,56.2,2.18,13.80
2020-06-14,0.00,60.2,66.9,73.7,55.9,3.25,13.60
2020-06-15,0.00,59.6,67.1,74.5,56.6,1.81,14.99
2020-06-16,0.00,62.0,67.6,73.3,58.0,2.75,11.14
2020-06-17,0.00,62.5,67.6,72.7,57.2,3.58,11.32
2020-06-18,0.00,60.1,65.9,71.7,55.8,3.30,10.74
2020-06-19,0.00,61.5,66.5,71.5,54.8,4.01,12.12
2020-06-20,0.00,63.0,67.6,72.2,57.2,3.21,11.27
2020-06-21,0.00,63.0,67.1,71.1,58.8,2.65,8.84
2020-06-22,0.00,63.2,67.8,72.3,59.3,2.97,9.74
2020-06-23,0.00,63.2,68.4,73.5,60.1,2.51,10.71
2020-06-24,0.00,62.3,68.3,74.4,60.7,1.74,10.23
2020-06-25,0.00,62.1,67.5,72.9,59.8,1.81,9.44
2020-06-26,0.00,62.1,67.4,72.7,58.7,2.67,10.29
2020-06-27,0.00,62.6,69.4,76.2,59.7,2.77,13.18
2020-06-28,0.00,62.5,68.8,75.1,59.5,1.88,11.67
2020-06-29,0.14,60.8,66.9,73.0,58.8,1.04,10.80
2020-06-30,0.03,59.2,64.7,70.1,55.3,1.04,9.96
2020-07-01,0.00,61.8,67.5,73.2,57.3,4.34,11.64
2020-07-02,0.00,62.9,67.7,72.4,58.2,3.34,10.10
2020-07-03,0.00,60.7,68.4,76.2,57.9,2.08,14.54
2020-07-04,0.00,60.7,70.0,79.4,61.0,1.56,15.95
2020-07-05,0.00,62.3,71.7,81.2,60.8,1.54,19.28
2020-07-06,0.00,61.7,74.2,86.6,59.4,1.07,27.44
2020-07-07,0.00,61.9,73.1,84.3,61.2,0.55,22.33
2020-07-08,0.00,63.7,71.5,79.3,61.4,1.96,15.66
2020-07-09,0.00,61.1,69.1,77.2,59.2,1.87,13.74
2020-07-10,0.00,61.5,69.5,77.5,59.8,1.98,14.82
2020-07-11,0.00,65.0,75.0,85.1,63.6,1.61,22.80
2020-07-12,0.00,66.9,77.0,87.1,63.6,1.60,25.94
2020-07-13,0.00,67.5,78.6,89.7,62.7,1.42,32.72
2020-07-14,0.00,66.3,73.9,81.6,62.9,2.53,16.80
2020-07-15,0.00,65.4,71.7,77.9,60.6,3.62,14.02
2020-07-16,0.00,65.0,70.9,76.9,59.6,3.41,13.89
2020-07-17,0.00,65.4,71.4,77.5,60.1,3.92,14.31
2020-07-18,0.00,65.8,72.4,78.9,61.7,3.06,14.40
2020-07-19,0.00,65.3,72.5,79.8,62.3,2.41,15.20
2020-07-20,0.00,64.3,71.4,78.5,61.5,1.93,14.49
2020-07-21,0.00,64.2,70.3,76.3,60.0,3.09,13.61
2020-07-22,0.00,65.1,71.4,77.7,60.8,3.31,13.82
2020-07-23,0.00,64.2,69.3,74.3,59.4,3.32,11.00
2020-07-24,0.00,63.3,69.0,74.7,56.9,3.92,13.97
2020-07-25,0.00,64.3,69.6,74.9,58.4,4.50,12.90
2020-07-26,0.00,64.2,70.8,77.5,60.1,2.79,13.98
2020-07-27,0.00,64.6,71.4,78.3,61.8,2.40,13.58
2020-07-28,0.00,63.8,71.1,78.3,61.0,2.38,14.60
2020-07-29,0.00,63.0,69.0,75.0,60.4,1.95,11.48
2020-07-30,0.00,63.7,70.4,77.1,61.5,1.91,12.95
2020-07-31,0.00,63.7,71.0,78.3,61.9,1.58,13.68
2020-08-01,0.00,64.6,74.3,84.0,62.0,2.29,20.85
2020-08-02,0.00,61.1,71.0,80.9,61.7,0.65,17.84
2020-08-03,0.00,61.9,70.3,78.8,62.9,0.49,13.70
2020-08-04,0.00,63.2,69.7,76.1,62.7,0.88,10.95
2020-08-05,0.00,63.5,69.4,75.3,61.5,0.98,10.65
2020-08-06,0.00,64.5,69.3,74.1,59.2,3.68,11.31
2020-08-07,0.00,61.2,67.5,73.8,57.7,2.44,12.08
2020-08-08,0.00,62.7,70.0,77.3,59.4,1.92,14.70
2020-08-09,0.00,63.6,71.2,78.8,61.0,2.31,15.05
2020-08-10,0.00,64.3,71.0,77.7,61.2,2.16,13.51
2020-08-11,0.00,64.2,71.1,77.9,61.2,2.15,13.35
2020-08-12,0.00,62.1,69.4,76.7,61.3,1.01,13.00
2020-08-13,0.00,62.1,71.8,81.6,61.3,0.89,18.80
2020-08-14,0.00,67.4,78.2,89.0,58.4,4.02,36.12
2020-08-15,0.00,68.2,79.5,90.8,59.6,4.60,37.28
2020-08-16,0.00,71.0,79.6,88.3,65.3,3.65,24.25
2020-08-17,0.00,69.1,76.6,84.1,65.9,1.84,20.34
2020-08-18,0.00,70.2,78.5,86.8,67.5,2.13,20.58
2020-08-19,0.00,71.3,81.7,92.1,68.7,2.71,26.48
2020-08-20,0.00,70.2,77.9,85.7,68.6,1.74,18.51
2020-08-21,0.00,69.5,78.6,87.8,67.7,1.50,22.50
2020-08-22,0.00,69.9,79.4,88.9,66.9,2.64,25.86
2020-08-23,0.00,73.4,80.9,88.4,68.4,4.24,23.97
2020-08-24,0.00,72.9,80.1,87.4,70.3,2.74,18.74
2020-08-25,0.00,71.3,77.4,83.5,69.0,2.56,13.12
2020-08-26,0.00,70.1,76.4,82.8,67.8,1.94,15.56
2020-08-27,0.00,68.3,75.5,82.7,66.8,1.37,15.33
2020-08-28,0.00,67.8,76.4,85.0,66.2,1.29,20.11
2020-08-29,0.00,66.9,73.4,79.9,64.5,1.82,13.79
2020-08-30,0.00,65.9,72.0,78.1,61.8,2.93,13.65
2020-08-31,0.00,65.0,70.9,76.9,60.1,3.43,13.26
2020-09-01,0.00,64.9,70.2,75.5,61.5,3.00,11.01
2020-09-02,0.00,65.3,70.7,76.1,61.8,2.86,11.48
2020-09-03,0.00,65.7,70.7,75.7,62.8,2.57,10.90
2020-09-04,0.00,65.7,72.8,80.0,64.3,1.63,14.50
2020-09-05,0.00,66.0,75.1,84.2,66.0,1.33,18.31
2020-09-06,0.00,68.9,83.3,97.7,62.9,3.05,43.50
2020-09-07,0.00,69.5,86.2,102.9,61.3,2.43,59.31
2020-09-08,0.00,67.8,73.4,79.0,67.1,1.15,11.07
2020-09-09,0.00,65.8,71.0,76.1,65.8,1.20,9.78
2020-09-10,0.00,61.9,71.3,80.8,63.4,0.95,18.73
2020-09-11,0.00,61.0,72.4,83.8,58.2,1.67,28.08
2020-09-12,0.00,61.7,72.5,83.3,56.3,2.21,26.54
2020-09-13,0.00,61.2,71.4,81.6,59.0,1.12,21.63
2020-09-14,0.00,62.0,71.5,81.0,62.9,0.69,17.31
2020-09-15,0.00,62.0,72.9,83.9,63.3,0.72,21.36
2020-09-16,0.00,63.0,74.6,86.1,58.2,1.55,26.02
2020-09-17,0.00,64.2,77.8,91.5,50.8,8.19,40.38
2020-09-18,0.00,65.1,79.6,94.2,46.5,6.97,47.40
2020-09-19,0.00,65.1,79.4,93.7,53.3,5.03,45.35
2020-09-20,0.00,64.6,74.4,84.3,62.2,1.29,22.69
2020-09-21,0.00,64.0,70.4,76.7,62.5,1.62,11.77
2020-09-22,0.00,64.1,70.4,76.8,62.3,1.77,12.19
2020-09-23,0.00,62.0,72.1,82.1,62.1,1.00,19.35
2020-09-24,0.00,62.2,73.9,85.5,62.0,0.58,24.65
2020-09-25,0.00,61.2,72.4,83.6,62.6,0.61,22.96
2020-09-26,0.00,62.9,69.1,75.4,61.9,1.47,11.38
2020-09-27,0.00,64.1,70.3,76.5,62.0,1.98,12.28
2020-09-28,0.00,62.2,68.2,74.2,61.5,1.51,9.89
2020-09-29,0.00,61.8,71.8,81.8,64.2,0.59,16.36
2020-09-30,0.00,64.0,76.1,88.3,61.9,0.58,28.51
2020-10-01,0.00,70.3,84.1,97.9,48.9,12.70,51.10
2020-10-02,0.00,67.1,82.4,97.7,49.0,8.59,52.17
2020-10-03,0.00,65.5,80.1,94.7,52.7,4.66,46.57
2020-10-04,0.00,64.1,76.6,89.0,53.5,5.78,34.42
2020-10-05,0.00,65.5,78.4,91.4,48.1,9.23,40.98
2020-10-06,0.00,62.6,76.7,90.9,51.8,3.57,39.79
2020-10-07,0.00,61.2,73.2,85.1,58.6,0.82,27.80
2020-10-08,0.00,62.8,70.0,77.2,61.2,0.90,12.40
2020-10-09,0.00,62.4,68.0,73.6,56.7,3.70,13.38
2020-10-10,0.00,64.2,69.5,74.8,58.6,4.48,12.97
2020-10-11,0.00,62.4,68.1,73.7,59.2,2.10,11.08
2020-10-12,0.00,61.6,68.4,75.3,60.4,1.47,11.80
2020-10-13,0.00,61.4,76.0,90.7,59.1,1.64,32.81
2020-10-14,0.00,65.0,79.8,94.5,48.4,7.90,45.56
2020-10-15,0.00,64.7,76.4,88.0,53.2,7.13,32.39
2020-10-16,0.00,62.8,76.6,90.3,54.9,3.29,38.81
2020-10-17,0.00,60.9,75.0,89.2,56.3,1.75,33.68
2020-10-18,0.00,60.6,70.9,81.2,60.5,1.00,18.16
2020-10-19,0.00,60.2,70.7,81.2,61.4,0.66,19.75
2020-10-20,0.00,62.4,69.4,76.3,61.0,1.35,13.31
2020-10-21,0.00,63.2,68.6,73.9,59.8,2.12,10.71
2020-10-22,0.00,63.0,68.1,73.2,58.1,2.90,11.01
2020-10-23,0.00,64.3,68.0,71.8,56.0,5.02,11.60
2020-10-24,0.00,64.5,68.1,71.8,56.0,5.29,11.85
2020-10-25,0.00,64.0,67.2,70.5,57.1,4.50,9.71
2020-10-26,0.00,57.8,63.0,68.3,54.0,2.35,10.49
2020-10-27,0.00,50.2,61.0,71.7,30.3,1.66,20.75
2020-10-28,0.00,49.9,62.2,74.5,28.7,7.48,25.75
2020-10-29,0.00,52.6,63.7,74.8,41.5,2.58,24.57
2020-10-30,0.00,53.0,66.6,80.2,45.1,1.94,27.93
2020-10-31,0.00,54.2,66.6,79.0,47.8,1.68,25.13
2020-11-01,0.00,53.6,66.2,78.8,47.0,2.90,24.55
2020-11-02,0.00,57.6,70.4,83.2,47.2,2.27,30.65
2020-11-03,0.00,55.2,64.7,74.2,56.5,0.32,14.43
2020-11-04,0.00,54.8,64.2,73.6,57.9,0.19,12.11
2020-11-05,0.00,55.6,67.2,78.9,55.6,0.41,20.15
2020-11-06,0.00,60.5,75.2,90.0,49.4,1.60,39.92
2020-11-07,0.14,57.0,64.0,71.0,54.9,0.79,8.88
2020-11-08,0.56,52.1,56.7,61.3,47.3,1.28,8.02
2020-11-09,0.19,48.1,54.5,60.9,45.3,1.05,8.90
2020-11-10,0.00,46.1,53.5,60.9,40.7,1.42,10.60
2020-11-11,0.00,44.7,54.9,65.1,38.3,2.25,14.44
2020-11-12,0.00,45.8,56.1,66.4,40.4,2.06,15.58
2020-11-13,0.00,47.4,57.8,68.2,44.1,1.52,16.41
2020-11-14,0.00,47.7,56.6,65.5,48.8,1.12,10.18
2020-11-15,0.00,52.5,59.8,67.2,49.5,1.76,10.95
2020-11-16,0.00,55.7,68.3,80.8,35.7,6.53,29.93
2020-11-17,0.00,57.3,72.6,87.9,37.5,7.77,39.91
2020-11-18,0.00,50.3,65.5,80.6,42.6,0.77,29.71
2020-11-19,0.00,49.5,57.8,66.1,51.8,0.26,8.38
2020-11-20,0.00,50.3,59.0,67.7,52.5,0.30,10.04
2020-11-21,0.00,50.8,61.7,72.7,51.6,0.59,14.33
2020-11-22,0.00,51.5,61.1,70.7,50.5,0.99,13.60
2020-11-23,0.00,51.6,60.2,68.8,52.8,0.35,11.25
2020-11-24,0.00,52.4,57.8,63.2,50.9,0.47,6.93
2020-11-25,0.00,50.3,57.7,65.1,49.1,1.03,9.03
2020-11-26,0.00,50.4,57.6,64.8,51.0,0.80,7.62
2020-11-27,0.00,48.0,56.0,64.1,43.9,0.86,11.38
2020-11-28,0.00,45.5,57.1,68.8,24.8,5.26,20.48
2020-11-29,0.00,45.7,58.6,71.5,24.9,5.93,22.88
2020-11-30,0.00,46.6,59.6,72.7,30.5,4.05,23.25
2020-12-01,0.00,49.0,61.8,74.7,32.6,4.57,24.35
2020-12-02,0.00,49.6,61.3,73.0,30.7,6.66,22.83
2020-12-03,0.00,49.7,63.5,77.3,21.8,7.21,27.76
2020-12-04,0.00,48.9,60.4,71.9,15.0,8.23,23.51
2020-12-05,0.00,45.7,58.2,70.6,24.9,5.19,21.28
2020-12-06,0.00,46.1,58.2,70.4,24.4,4.51,20.76
2020-12-07,0.00,45.6,58.2,70.9,31.0,3.39,20.16
2020-12-08,0.00,50.1,60.6,71.1,32.7,4.32,22.25
2020-12-09,0.00,53.6,67.0,80.3,28.7,5.98,31.95
2020-12-10,0.00,48.3,60.1,71.9,39.5,2.07,21.57
2020-12-11,0.00,47.6,54.9,62.2,44.9,2.39,7.58
2020-12-12,0.00,47.2,54.0,60.9,45.1,1.38,7.74
2020-12-13,0.00,46.8,53.7,60.5,47.1,1.09,6.43
2020-12-14,0.00,47.0,57.1,67.2,39.5,1.30,17.38
2020-12-15,0.00,47.1,54.5,61.9,47.2,0.95,6.87
2020-12-16,0.00,44.1,55.7,67.3,36.4,1.41,16.56
2020-12-17,0.00,45.7,57.3,69.0,30.9,3.62,20.57
2020-12-18,0.00,46.2,54.1,62.0,45.4,0.58,9.29
2020-12-19,0.00,45.8,54.9,64.1,44.6,0.71,10.41
2020-12-20,0.00,45.9,57.8,69.6,31.9,4.26,19.67
2020-12-21,0.00,48.3,62.5,76.7,27.0,6.80,27.15
2020-12-22,0.00,48.1,63.6,79.1,34.0,1.71,29.95
2020-12-23,0.00,46.4,55.9,65.5,44.6,0.61,12.89
2020-12-24,0.00,44.2,56.5,68.8,30.3,0.54,18.74
2020-12-25,0.00,52.5,59.3,66.0,23.2,7.28,18.76
2020-12-26,0.00,48.7,60.0,71.4,36.7,2.56,19.85
2020-12-27,0.00,46.7,55.8,64.9,47.6,0.53,10.79
2020-12-28,0.18,50.3,54.8,59.3,49.0,0.68,5.51
2020-12-29,0.40,49.4,53.8,58.1,46.8,0.80,6.88
2020-12-30,0.00,43.7,51.8,60.0,43.4,0.64,8.24
2020-12-31,0.00,41.8,52.9,64.0,35.0,2.34,14.41
2021-01-01,0.00,43.5,52.7,62.1,42.0,1.71,9.54
2021-01-02,0.00,44.2,55.6,67.1,37.5,2.04,16.39
2021-01-03,0.00,44.9,54.3,63.9,39.6,1.37,12.54
2021-01-04,0.00,44.5,53.3,62.6,45.1,0.66,9.39
2021-01-05,0.00,45.6,53.9,62.8,48.1,0.54,7.38
2021-01-06,0.00,46.0,52.4,59.6,48.0,0.27,5.05
2021-01-07,0.00,45.1,54.0,63.4,47.1,0.29,7.82
2021-01-08,0.00,45.1,56.7,68.7,44.6,0.63,14.38
2021-01-09,0.00,44.1,55.3,66.9,43.5,0.76,13.18
2021-01-10,0.00,43.4,55.7,68.3,39.6,1.37,15.69
2021-01-11,0.00,47.1,58.3,69.8,27.9,5.18,20.50
2021-01-12,0.00,46.3,57.7,69.7,29.4,5.16,19.47
2021-01-13,0.00,47.9,59.0,70.5,29.3,4.28,21.25
2021-01-14,0.00,48.5,60.4,72.8,33.5,4.73,21.53
2021-01-15,0.00,53.1,68.1,83.3,30.8,7.94,32.65
2021-01-16,0.00,57.3,71.8,86.5,26.7,11.10,38.34
2021-01-17,0.00,55.9,66.8,77.8,29.3,8.67,27.69
2021-01-18,0.00,54.9,67.9,81.2,32.4,7.50,30.65
2021-01-19,0.00,51.4,60.8,71.0,44.6,1.02,19.07
2021-01-20,0.00,51.3,59.0,67.0,38.7,1.34,18.17
2021-01-21,0.00,56.7,62.9,69.1,44.4,3.62,15.12
2021-01-22,0.00,52.0,59.2,66.8,50.6,0.83,10.25
2021-01-23,0.06,51.0,56.2,61.9,48.3,0.99,5.92
2021-01-24,0.46,44.0,49.6,55.2,44.4,0.79,4.85
2021-01-25,0.42,43.2,49.7,56.5,43.6,0.62,6.69
2021-01-26,0.08,47.5,49.7,52.0,37.3,1.42,6.21
2021-01-27,0.00,42.3,48.6,55.2,33.9,2.53,8.82
2021-01-28,0.00,41.7,50.4,59.6,36.5,2.02,11.58
2021-01-29,0.93,44.6,53.4,62.6,41.2,0.44,13.75
2021-01-30,0.36,44.1,51.0,57.9,46.1,0.46,6.21
2021-01-31,0.00,43.0,51.4,60.2,43.0,0.75,8.31
2021-02-01,0.00,45.8,56.2,66.9,39.6,2.47,15.53
2021-02-02,0.00,55.1,62.1,69.1,46.1,2.23,16.06
2021-02-03,0.00,50.8,57.9,65.4,50.5,0.42,10.83
2021-02-04,0.00,49.4,56.0,63.1,50.9,0.32,6.15
2021-02-05,0.00,47.8,54.7,61.8,48.2,0.87,7.03
2021-02-06,0.00,45.9,55.8,66.0,46.0,0.50,12.70
2021-02-07,0.00,44.6,57.9,71.8,45.4,0.28,17.11
2021-02-08,0.00,44.2,55.1,66.5,47.4,0.22,10.98
2021-02-09,0.00,48.6,54.2,60.1,47.0,1.07,6.17
2021-02-10,0.00,51.1,54.9,58.8,46.9,2.11,6.16
2021-02-11,0.00,47.2,53.3,59.6,47.5,0.78,6.58
2021-02-12,0.00,46.6,56.3,66.5,49.9,0.70,9.18
2021-02-13,0.05,48.2,54.3,60.6,48.6,0.73,6.92
2021-02-14,0.00,47.7,53.6,59.6,48.7,0.66,5.97
2021-02-15,0.00,47.1,54.6,62.2,45.4,0.52,9.78
2021-02-16,0.10,46.3,53.7,61.2,48.3,0.45,6.83
2021-02-17,0.00,48.1,54.3,60.6,49.9,0.54,5.99
2021-02-18,0.00,45.8,53.8,62.0,44.5,0.98,9.40
2021-02-19,0.00,45.8,57.0,68.4,27.9,3.80,20.72
2021-02-20,0.00,45.1,55.9,67.2,35.2,2.49,17.36
2021-02-21,0.00,45.0,53.9,63.0,45.1,1.28,8.87
2021-02-22,0.00,46.4,61.1,75.8,26.3,3.90,27.52
2021-02-23,0.00,48.1,62.4,77.1,28.4,4.46,27.23
2021-02-24,0.00,48.3,60.9,73.9,36.2,3.12,22.77
2021-02-25,0.00,45.9,58.2,70.9,45.0,0.55,19.85
2021-02-26,0.00,45.8,58.1,70.6,37.5,0.43,18.70
2021-02-27,0.00,45.8,58.1,70.9,33.4,1.47,20.51
2021-02-28,0.00,45.3,54.2,63.4,44.6,0.88,10.70
2021-03-01,0.00,45.8,58.6,71.5,27.7,1.32,22.85
2021-03-02,0.00,45.8,60.0,74.3,21.1,4.98,26.04
2021-03-03,0.00,44.0,57.7,71.5,30.2,1.47,23.15
2021-03-04,0.63,45.4,51.8,58.2,46.1,0.76,7.10
2021-03-05,0.00,47.1,54.9,62.8,47.3,0.99,8.24
2021-03-06,0.00,48.6,59.0,69.5,48.6,0.51,14.76
2021-03-07,0.00,49.2,56.8,64.5,49.0,0.49,10.04
2021-03-08,0.00,49.5,55.1,60.8,48.6,0.93,7.02
2021-03-09,0.00,49.6,55.6,61.6,48.6,1.00,7.23
2021-03-10,0.17,47.8,53.5,59.1,45.2,0.76,7.39
