PRISM Time Series Data
Locations: 157
"Climate variables: ppt,tmin,tmax"
Spatial resolution: 4km
Period: 2021-01-01 - 2021-12-31
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2022-Nov-13
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Name,Longitude,Latitude,Elevation (ft),Date,ppt (inches),tmin (degrees F),tmax (degrees F)
Location 83,-117.2889,33.0048,10,2021-11-29,0.00,41.1,65.3
Location 83,-117.2889,33.0048,10,2021-11-30,0.00,41.3,66.5
Location 83,-117.2889,33.0048,10,2021-12-01,0.00,45.4,60.6
Location 83,-117.2889,33.0048,10,2021-12-02,0.00,44.7,62.9
Location 83,-117.2889,33.0048,10,2021-12-03,0.00,53.1,59.9
Location 83,-117.2889,33.0048,10,2021-12-04,0.00,54.5,59.4
Location 83,-117.2889,33.0048,10,2021-12-05,0.00,54.9,59.7
Location 83,-117.2889,33.0048,10,2021-12-06,0.00,44.7,59.5
Location 83,-117.2889,33.0048,10,2021-12-07,0.00,43.3,60.1
Location 83,-117.2889,33.0048,10,2021-12-08,0.01,47.7,61.9
Location 83,-117.2889,33.0048,10,2021-12-09,0.00,47.8,62.9
Location 83,-117.2889,33.0048,10,2021-12-10,0.05,45.2,60.5
Location 83,-117.2889,33.0048,10,2021-12-11,0.01,40.3,59.6
Location 83,-117.2889,33.0048,10,2021-12-12,0.00,38.1,61.6
Location 83,-117.2889,33.0048,10,2021-12-13,0.00,36.5,59.8
Location 83,-117.2889,33.0048,10,2021-12-14,0.03,48.5,59.2
Location 83,-117.2889,33.0048,10,2021-12-15,1.03,43.2,59.4
Location 83,-117.2889,33.0048,10,2021-12-16,0.00,35.9,55.3
Location 83,-117.2889,33.0048,10,2021-12-17,0.08,35.5,56.4
Location 83,-117.2889,33.0048,10,2021-12-18,0.00,37.7,60.9
Location 83,-117.2889,33.0048,10,2021-12-19,0.00,35.5,60.7
Location 83,-117.2889,33.0048,10,2021-12-20,0.00,35.3,59.5
Location 83,-117.2889,33.0048,10,2021-12-21,0.00,35.4,58.3
Location 83,-117.2889,33.0048,10,2021-12-22,0.00,46.1,60.3
Location 83,-117.2889,33.0048,10,2021-12-23,0.00,43.8,59.3
Location 83,-117.2889,33.0048,10,2021-12-24,0.75,52.3,61.2
Location 83,-117.2889,33.0048,10,2021-12-25,0.33,49.9,59.8
Location 83,-117.2889,33.0048,10,2021-12-26,0.37,51.8,57.4
Location 83,-117.2889,33.0048,10,2021-12-27,0.00,42.4,57.4
Location 83,-117.2889,33.0048,10,2021-12-28,0.12,41.0,56.0
Location 83,-117.2889,33.0048,10,2021-12-29,0.12,46.1,55.1
Location 83,-117.2889,33.0048,10,2021-12-30,0.19,45.0,56.4
Location 83,-117.2889,33.0048,10,2021-12-31,0.00,50.3,62.4

Location 84,-117.2849,33.0358,105,2021-01-01,0.00,38.9,59.9
Location 84,-117.2849,33.0358,105,2021-01-02,0.00,39.5,64.8
Location 84,-117.2849,33.0358,105,2021-01-03,0.00,40.3,60.4
Location 84,-117.2849,33.0358,105,2021-01-04,0.00,40.7,59.0
Location 84,-117.2849,33.0358,105,2021-01-05,0.00,41.8,58.5
Location 84,-117.2849,33.0358,105,2021-01-06,0.00,42.3,56.1
Location 84,-117.2849,33.0358,105,2021-01-07,0.00,41.0,56.8
Location 84,-117.2849,33.0358,105,2021-01-08,0.00,39.6,60.7
Location 84,-117.2849,33.0358,105,2021-01-09,0.00,39.3,58.7
Location 84,-117.2849,33.0358,105,2021-01-10,0.00,38.3,61.6
Location 84,-117.2849,33.0358,105,2021-01-11,0.00,40.4,64.3
Location 84,-117.2849,33.0358,105,2021-01-12,0.00,40.4,63.1
Location 84,-117.2849,33.0358,105,2021-01-13,0.00,40.9,64.0
Location 84,-117.2849,33.0358,105,2021-01-14,0.00,41.5,64.1
Location 84,-117.2849,33.0358,105,2021-01-15,0.00,45.1,71.4
Location 84,-117.2849,33.0358,105,2021-01-16,0.00,48.1,85.9
Location 84,-117.2849,33.0358,105,2021-01-17,0.00,46.9,72.7
Location 84,-117.2849,33.0358,105,2021-01-18,0.00,47.0,74.8
Location 84,-117.2849,33.0358,105,2021-01-19,0.00,44.8,64.8
Location 84,-117.2849,33.0358,105,2021-01-20,0.00,50.8,67.6
Location 84,-117.2849,33.0358,105,2021-01-21,0.01,53.2,71.2
Location 84,-117.2849,33.0358,105,2021-01-22,0.00,48.3,64.0
Location 84,-117.2849,33.0358,105,2021-01-23,0.10,50.2,61.3
Location 84,-117.2849,33.0358,105,2021-01-24,0.51,40.1,55.3
Location 84,-117.2849,33.0358,105,2021-01-25,0.21,39.7,56.2
Location 84,-117.2849,33.0358,105,2021-01-26,0.10,48.1,54.0
Location 84,-117.2849,33.0358,105,2021-01-27,0.00,38.8,54.5
Location 84,-117.2849,33.0358,105,2021-01-28,0.11,39.7,57.1
Location 84,-117.2849,33.0358,105,2021-01-29,0.70,40.1,60.0
Location 84,-117.2849,33.0358,105,2021-01-30,0.23,40.6,57.6
Location 84,-117.2849,33.0358,105,2021-01-31,0.00,39.3,58.0
Location 84,-117.2849,33.0358,105,2021-02-01,0.00,40.3,62.1
Location 84,-117.2849,33.0358,105,2021-02-02,0.00,53.0,64.1
Location 84,-117.2849,33.0358,105,2021-02-03,0.00,49.7,61.3
Location 84,-117.2849,33.0358,105,2021-02-04,0.00,45.6,55.4
Location 84,-117.2849,33.0358,105,2021-02-05,0.00,43.0,60.0
Location 84,-117.2849,33.0358,105,2021-02-06,0.00,40.9,60.8
Location 84,-117.2849,33.0358,105,2021-02-07,0.00,40.5,62.1
Location 84,-117.2849,33.0358,105,2021-02-08,0.00,40.9,57.6
Location 84,-117.2849,33.0358,105,2021-02-09,0.00,46.5,57.0
Location 84,-117.2849,33.0358,105,2021-02-10,0.00,51.0,57.8
Location 84,-117.2849,33.0358,105,2021-02-11,0.00,44.0,58.7
Location 84,-117.2849,33.0358,105,2021-02-12,0.01,42.9,60.9
Location 84,-117.2849,33.0358,105,2021-02-13,0.04,45.3,60.5
Location 84,-117.2849,33.0358,105,2021-02-14,0.00,44.4,59.1
Location 84,-117.2849,33.0358,105,2021-02-15,0.00,44.3,60.1
Location 84,-117.2849,33.0358,105,2021-02-16,0.05,44.1,60.0
Location 84,-117.2849,33.0358,105,2021-02-17,0.00,44.5,59.6
Location 84,-117.2849,33.0358,105,2021-02-18,0.00,41.5,59.7
Location 84,-117.2849,33.0358,105,2021-02-19,0.00,39.6,66.2
Location 84,-117.2849,33.0358,105,2021-02-20,0.00,39.4,61.6
Location 84,-117.2849,33.0358,105,2021-02-21,0.00,40.7,60.2
Location 84,-117.2849,33.0358,105,2021-02-22,0.00,41.3,74.1
Location 84,-117.2849,33.0358,105,2021-02-23,0.00,42.4,70.4
Location 84,-117.2849,33.0358,105,2021-02-24,0.00,41.8,66.0
Location 84,-117.2849,33.0358,105,2021-02-25,0.00,40.9,65.1
Location 84,-117.2849,33.0358,105,2021-02-26,0.00,41.3,69.0
Location 84,-117.2849,33.0358,105,2021-02-27,0.00,40.0,63.7
Location 84,-117.2849,33.0358,105,2021-02-28,0.00,40.6,60.2
Location 84,-117.2849,33.0358,105,2021-03-01,0.00,40.5,72.2
Location 84,-117.2849,33.0358,105,2021-03-02,0.00,38.8,68.6
Location 84,-117.2849,33.0358,105,2021-03-03,0.00,36.6,64.7
Location 84,-117.2849,33.0358,105,2021-03-04,0.63,43.0,57.9
Location 84,-117.2849,33.0358,105,2021-03-05,0.00,45.4,61.7
Location 84,-117.2849,33.0358,105,2021-03-06,0.00,45.4,62.9
Location 84,-117.2849,33.0358,105,2021-03-07,0.00,45.6,61.5
Location 84,-117.2849,33.0358,105,2021-03-08,0.00,47.6,59.4
Location 84,-117.2849,33.0358,105,2021-03-09,0.00,45.6,61.0
Location 84,-117.2849,33.0358,105,2021-03-10,0.19,44.3,58.6
Location 84,-117.2849,33.0358,105,2021-03-11,0.51,46.8,58.3
Location 84,-117.2849,33.0358,105,2021-03-12,0.10,43.6,55.6
Location 84,-117.2849,33.0358,105,2021-03-13,0.00,43.4,55.9
Location 84,-117.2849,33.0358,105,2021-03-14,0.00,46.4,58.7
Location 84,-117.2849,33.0358,105,2021-03-15,0.00,49.4,57.4
Location 84,-117.2849,33.0358,105,2021-03-16,0.20,47.5,55.3
Location 84,-117.2849,33.0358,105,2021-03-17,0.00,40.4,56.1
Location 84,-117.2849,33.0358,105,2021-03-18,0.00,39.3,58.1
Location 84,-117.2849,33.0358,105,2021-03-19,0.00,42.4,58.4
Location 84,-117.2849,33.0358,105,2021-03-20,0.00,43.2,60.5
Location 84,-117.2849,33.0358,105,2021-03-21,0.00,43.6,60.3
Location 84,-117.2849,33.0358,105,2021-03-22,0.00,42.5,59.4
Location 84,-117.2849,33.0358,105,2021-03-23,0.00,42.4,60.9
Location 84,-117.2849,33.0358,105,2021-03-24,0.00,44.9,59.1
Location 84,-117.2849,33.0358,105,2021-03-25,0.00,42.8,61.7
Location 84,-117.2849,33.0358,105,2021-03-26,0.05,49.8,57.1
Location 84,-117.2849,33.0358,105,2021-03-27,0.00,42.9,58.7
Location 84,-117.2849,33.0358,105,2021-03-28,0.00,41.8,63.3
Location 84,-117.2849,33.0358,105,2021-03-29,0.00,44.6,70.8
Location 84,-117.2849,33.0358,105,2021-03-30,0.00,45.1,64.2
Location 84,-117.2849,33.0358,105,2021-03-31,0.00,46.5,62.1
Location 84,-117.2849,33.0358,105,2021-04-01,0.00,45.2,77.5
Location 84,-117.2849,33.0358,105,2021-04-02,0.00,50.4,78.0
Location 84,-117.2849,33.0358,105,2021-04-03,0.00,51.4,63.3
Location 84,-117.2849,33.0358,105,2021-04-04,0.00,50.9,60.5
Location 84,-117.2849,33.0358,105,2021-04-05,0.00,49.9,63.5
Location 84,-117.2849,33.0358,105,2021-04-06,0.00,52.7,61.6
Location 84,-117.2849,33.0358,105,2021-04-07,0.00,49.5,63.1
Location 84,-117.2849,33.0358,105,2021-04-08,0.00,49.2,63.9
Location 84,-117.2849,33.0358,105,2021-04-09,0.00,49.8,62.6
Location 84,-117.2849,33.0358,105,2021-04-10,0.00,50.3,62.8
Location 84,-117.2849,33.0358,105,2021-04-11,0.00,52.9,63.0
Location 84,-117.2849,33.0358,105,2021-04-12,0.00,55.6,61.8
Location 84,-117.2849,33.0358,105,2021-04-13,0.00,55.8,62.5
Location 84,-117.2849,33.0358,105,2021-04-14,0.00,54.2,57.3
Location 84,-117.2849,33.0358,105,2021-04-15,0.00,47.8,58.8
Location 84,-117.2849,33.0358,105,2021-04-16,0.00,45.9,60.6
Location 84,-117.2849,33.0358,105,2021-04-17,0.00,53.9,61.5
Location 84,-117.2849,33.0358,105,2021-04-18,0.00,52.1,62.0
Location 84,-117.2849,33.0358,105,2021-04-19,0.00,48.2,75.1
Location 84,-117.2849,33.0358,105,2021-04-20,0.00,48.1,69.2
Location 84,-117.2849,33.0358,105,2021-04-21,0.00,55.4,61.1
Location 84,-117.2849,33.0358,105,2021-04-22,0.02,54.9,60.7
Location 84,-117.2849,33.0358,105,2021-04-23,0.03,54.6,59.8
Location 84,-117.2849,33.0358,105,2021-04-24,0.00,54.7,60.5
Location 84,-117.2849,33.0358,105,2021-04-25,0.00,57.0,61.9
Location 84,-117.2849,33.0358,105,2021-04-26,0.00,56.2,61.2
Location 84,-117.2849,33.0358,105,2021-04-27,0.09,48.1,60.2
Location 84,-117.2849,33.0358,105,2021-04-28,0.00,45.9,60.0
Location 84,-117.2849,33.0358,105,2021-04-29,0.00,45.6,65.0
Location 84,-117.2849,33.0358,105,2021-04-30,0.00,48.3,72.6
Location 84,-117.2849,33.0358,105,2021-05-01,0.00,52.6,71.8
Location 84,-117.2849,33.0358,105,2021-05-02,0.00,57.0,62.9
Location 84,-117.2849,33.0358,105,2021-05-03,0.00,56.4,61.7
Location 84,-117.2849,33.0358,105,2021-05-04,0.00,57.1,64.6
Location 84,-117.2849,33.0358,105,2021-05-05,0.00,53.3,63.5
Location 84,-117.2849,33.0358,105,2021-05-06,0.00,54.7,63.2
Location 84,-117.2849,33.0358,105,2021-05-07,0.00,57.8,61.7
Location 84,-117.2849,33.0358,105,2021-05-08,0.00,57.9,63.1
Location 84,-117.2849,33.0358,105,2021-05-09,0.00,54.5,63.2
Location 84,-117.2849,33.0358,105,2021-05-10,0.00,57.6,63.6
Location 84,-117.2849,33.0358,105,2021-05-11,0.00,52.5,63.7
Location 84,-117.2849,33.0358,105,2021-05-12,0.00,54.6,63.2
Location 84,-117.2849,33.0358,105,2021-05-13,0.00,59.8,65.7
Location 84,-117.2849,33.0358,105,2021-05-14,0.00,59.8,64.1
Location 84,-117.2849,33.0358,105,2021-05-15,0.00,58.7,64.6
Location 84,-117.2849,33.0358,105,2021-05-16,0.00,57.1,63.5
Location 84,-117.2849,33.0358,105,2021-05-17,0.03,55.9,61.4
Location 84,-117.2849,33.0358,105,2021-05-18,0.00,56.2,63.7
Location 84,-117.2849,33.0358,105,2021-05-19,0.00,58.7,64.2
Location 84,-117.2849,33.0358,105,2021-05-20,0.00,56.5,64.2
Location 84,-117.2849,33.0358,105,2021-05-21,0.00,54.7,63.5
Location 84,-117.2849,33.0358,105,2021-05-22,0.00,51.8,62.6
Location 84,-117.2849,33.0358,105,2021-05-23,0.00,47.7,60.9
Location 84,-117.2849,33.0358,105,2021-05-24,0.00,46.8,63.6
Location 84,-117.2849,33.0358,105,2021-05-25,0.00,49.5,66.9
Location 84,-117.2849,33.0358,105,2021-05-26,0.00,52.4,68.0
Location 84,-117.2849,33.0358,105,2021-05-27,0.00,56.4,64.7
Location 84,-117.2849,33.0358,105,2021-05-28,0.00,55.0,62.8
Location 84,-117.2849,33.0358,105,2021-05-29,0.00,57.8,63.8
Location 84,-117.2849,33.0358,105,2021-05-30,0.00,56.9,62.3
Location 84,-117.2849,33.0358,105,2021-05-31,0.00,56.7,62.1
Location 84,-117.2849,33.0358,105,2021-06-01,0.00,58.9,64.1
Location 84,-117.2849,33.0358,105,2021-06-02,0.00,57.1,62.0
Location 84,-117.2849,33.0358,105,2021-06-03,0.00,57.3,60.2
Location 84,-117.2849,33.0358,105,2021-06-04,0.00,55.3,62.6
Location 84,-117.2849,33.0358,105,2021-06-05,0.00,54.3,64.1
Location 84,-117.2849,33.0358,105,2021-06-06,0.00,58.5,63.7
Location 84,-117.2849,33.0358,105,2021-06-07,0.00,59.2,64.5
Location 84,-117.2849,33.0358,105,2021-06-08,0.00,57.8,60.9
Location 84,-117.2849,33.0358,105,2021-06-09,0.00,54.4,65.8
Location 84,-117.2849,33.0358,105,2021-06-10,0.00,50.5,65.5
Location 84,-117.2849,33.0358,105,2021-06-11,0.00,50.5,66.3
Location 84,-117.2849,33.0358,105,2021-06-12,0.00,50.3,67.7
Location 84,-117.2849,33.0358,105,2021-06-13,0.00,51.2,68.6
Location 84,-117.2849,33.0358,105,2021-06-14,0.00,55.9,65.5
Location 84,-117.2849,33.0358,105,2021-06-15,0.00,56.1,66.0
Location 84,-117.2849,33.0358,105,2021-06-16,0.00,56.4,77.9
Location 84,-117.2849,33.0358,105,2021-06-17,0.00,57.8,65.2
Location 84,-117.2849,33.0358,105,2021-06-18,0.00,57.6,64.4
Location 84,-117.2849,33.0358,105,2021-06-19,0.00,58.8,63.2
Location 84,-117.2849,33.0358,105,2021-06-20,0.00,58.7,64.7
Location 84,-117.2849,33.0358,105,2021-06-21,0.00,57.8,63.2
Location 84,-117.2849,33.0358,105,2021-06-22,0.00,58.8,66.6
Location 84,-117.2849,33.0358,105,2021-06-23,0.00,60.9,65.0
Location 84,-117.2849,33.0358,105,2021-06-24,0.00,59.9,65.9
Location 84,-117.2849,33.0358,105,2021-06-25,0.00,60.0,66.5
Location 84,-117.2849,33.0358,105,2021-06-26,0.00,60.2,67.1
Location 84,-117.2849,33.0358,105,2021-06-27,0.00,59.9,65.5
Location 84,-117.2849,33.0358,105,2021-06-28,0.00,59.7,65.8
Location 84,-117.2849,33.0358,105,2021-06-29,0.00,59.3,64.9
Location 84,-117.2849,33.0358,105,2021-06-30,0.00,60.4,65.1
Location 84,-117.2849,33.0358,105,2021-07-01,0.00,61.1,65.5
Location 84,-117.2849,33.0358,105,2021-07-02,0.00,60.9,67.7
Location 84,-117.2849,33.0358,105,2021-07-03,0.00,60.6,65.1
Location 84,-117.2849,33.0358,105,2021-07-04,0.00,60.4,65.5
Location 84,-117.2849,33.0358,105,2021-07-05,0.00,60.2,66.9
Location 84,-117.2849,33.0358,105,2021-07-06,0.00,61.2,67.7
Location 84,-117.2849,33.0358,105,2021-07-07,0.00,60.9,67.3
Location 84,-117.2849,33.0358,105,2021-07-08,0.00,59.8,67.7
Location 84,-117.2849,33.0358,105,2021-07-09,0.00,59.7,68.5
Location 84,-117.2849,33.0358,105,2021-07-10,0.00,59.6,69.6
Location 84,-117.2849,33.0358,105,2021-07-11,0.00,60.8,71.1
Location 84,-117.2849,33.0358,105,2021-07-12,0.00,62.7,69.8
Location 84,-117.2849,33.0358,105,2021-07-13,0.00,62.3,70.3
Location 84,-117.2849,33.0358,105,2021-07-14,0.00,62.3,70.2
Location 84,-117.2849,33.0358,105,2021-07-15,0.00,63.6,70.2
Location 84,-117.2849,33.0358,105,2021-07-16,0.00,63.9,70.0
Location 84,-117.2849,33.0358,105,2021-07-17,0.00,63.7,70.6
Location 84,-117.2849,33.0358,105,2021-07-18,0.04,63.7,70.8
Location 84,-117.2849,33.0358,105,2021-07-19,0.01,62.1,72.6
Location 84,-117.2849,33.0358,105,2021-07-20,0.00,61.2,72.2
Location 84,-117.2849,33.0358,105,2021-07-21,0.00,62.9,72.2
Location 84,-117.2849,33.0358,105,2021-07-22,0.00,63.3,71.2
Location 84,-117.2849,33.0358,105,2021-07-23,0.00,63.4,71.0
Location 84,-117.2849,33.0358,105,2021-07-24,0.00,61.6,70.8
Location 84,-117.2849,33.0358,105,2021-07-25,0.00,62.7,68.9
Location 84,-117.2849,33.0358,105,2021-07-26,0.09,64.5,70.1
Location 84,-117.2849,33.0358,105,2021-07-27,0.03,63.4,66.5
Location 84,-117.2849,33.0358,105,2021-07-28,0.00,59.9,67.6
Location 84,-117.2849,33.0358,105,2021-07-29,0.00,58.5,69.5
Location 84,-117.2849,33.0358,105,2021-07-30,0.00,59.1,68.0
Location 84,-117.2849,33.0358,105,2021-07-31,0.00,57.9,66.3
Location 84,-117.2849,33.0358,105,2021-08-01,0.00,56.4,64.8
Location 84,-117.2849,33.0358,105,2021-08-02,0.00,55.3,68.8
Location 84,-117.2849,33.0358,105,2021-08-03,0.00,55.4,70.3
Location 84,-117.2849,33.0358,105,2021-08-04,0.00,56.4,67.8
Location 84,-117.2849,33.0358,105,2021-08-05,0.00,58.7,67.2
Location 84,-117.2849,33.0358,105,2021-08-06,0.00,59.9,68.2
Location 84,-117.2849,33.0358,105,2021-08-07,0.00,59.7,66.7
Location 84,-117.2849,33.0358,105,2021-08-08,0.00,57.8,67.2
Location 84,-117.2849,33.0358,105,2021-08-09,0.00,58.2,68.3
Location 84,-117.2849,33.0358,105,2021-08-10,0.00,57.7,70.1
Location 84,-117.2849,33.0358,105,2021-08-11,0.02,62.0,69.1
Location 84,-117.2849,33.0358,105,2021-08-12,0.00,62.5,72.7
Location 84,-117.2849,33.0358,105,2021-08-13,0.00,61.5,72.5
Location 84,-117.2849,33.0358,105,2021-08-14,0.00,60.5,73.3
Location 84,-117.2849,33.0358,105,2021-08-15,0.00,60.9,70.7
Location 84,-117.2849,33.0358,105,2021-08-16,0.00,61.1,69.5
Location 84,-117.2849,33.0358,105,2021-08-17,0.00,61.0,71.5
Location 84,-117.2849,33.0358,105,2021-08-18,0.00,63.8,71.1
Location 84,-117.2849,33.0358,105,2021-08-19,0.00,65.3,70.9
Location 84,-117.2849,33.0358,105,2021-08-20,0.00,64.4,70.9
Location 84,-117.2849,33.0358,105,2021-08-21,0.00,64.7,69.9
Location 84,-117.2849,33.0358,105,2021-08-22,0.04,61.4,71.4
Location 84,-117.2849,33.0358,105,2021-08-23,0.00,60.6,69.0
Location 84,-117.2849,33.0358,105,2021-08-24,0.00,56.5,72.2
Location 84,-117.2849,33.0358,105,2021-08-25,0.00,55.6,70.7
Location 84,-117.2849,33.0358,105,2021-08-26,0.00,57.6,70.5
Location 84,-117.2849,33.0358,105,2021-08-27,0.00,58.0,71.9
Location 84,-117.2849,33.0358,105,2021-08-28,0.00,57.5,70.7
Location 84,-117.2849,33.0358,105,2021-08-29,0.00,59.6,68.2
Location 84,-117.2849,33.0358,105,2021-08-30,0.05,60.6,66.3
Location 84,-117.2849,33.0358,105,2021-08-31,0.04,63.6,69.0
Location 84,-117.2849,33.0358,105,2021-09-01,0.00,63.3,67.3
Location 84,-117.2849,33.0358,105,2021-09-02,0.00,63.2,70.3
Location 84,-117.2849,33.0358,105,2021-09-03,0.00,63.4,72.7
Location 84,-117.2849,33.0358,105,2021-09-04,0.00,59.9,67.2
Location 84,-117.2849,33.0358,105,2021-09-05,0.00,58.3,72.9
Location 84,-117.2849,33.0358,105,2021-09-06,0.00,58.9,71.6
Location 84,-117.2849,33.0358,105,2021-09-07,0.00,62.0,69.1
Location 84,-117.2849,33.0358,105,2021-09-08,0.00,66.9,74.1
Location 84,-117.2849,33.0358,105,2021-09-09,0.00,61.9,72.0
Location 84,-117.2849,33.0358,105,2021-09-10,0.07,62.2,77.7
Location 84,-117.2849,33.0358,105,2021-09-11,0.00,61.4,71.0
Location 84,-117.2849,33.0358,105,2021-09-12,0.00,60.2,73.3
Location 84,-117.2849,33.0358,105,2021-09-13,0.00,58.1,70.1
Location 84,-117.2849,33.0358,105,2021-09-14,0.00,58.0,66.7
Location 84,-117.2849,33.0358,105,2021-09-15,0.00,59.9,67.7
Location 84,-117.2849,33.0358,105,2021-09-16,0.00,60.2,68.3
Location 84,-117.2849,33.0358,105,2021-09-17,0.00,61.7,68.6
Location 84,-117.2849,33.0358,105,2021-09-18,0.00,59.0,68.9
Location 84,-117.2849,33.0358,105,2021-09-19,0.00,58.2,68.2
Location 84,-117.2849,33.0358,105,2021-09-20,0.00,53.2,68.1
Location 84,-117.2849,33.0358,105,2021-09-21,0.00,52.7,68.6
Location 84,-117.2849,33.0358,105,2021-09-22,0.00,55.6,78.3
Location 84,-117.2849,33.0358,105,2021-09-23,0.00,58.4,73.1
Location 84,-117.2849,33.0358,105,2021-09-24,0.00,58.4,67.6
Location 84,-117.2849,33.0358,105,2021-09-25,0.04,59.6,65.9
Location 84,-117.2849,33.0358,105,2021-09-26,0.00,59.2,65.9
Location 84,-117.2849,33.0358,105,2021-09-27,0.00,60.0,63.8
Location 84,-117.2849,33.0358,105,2021-09-28,0.02,59.5,61.9
Location 84,-117.2849,33.0358,105,2021-09-29,0.00,59.0,67.1
Location 84,-117.2849,33.0358,105,2021-09-30,0.00,51.6,69.4
Location 84,-117.2849,33.0358,105,2021-10-01,0.00,57.1,71.7
Location 84,-117.2849,33.0358,105,2021-10-02,0.00,58.0,83.0
Location 84,-117.2849,33.0358,105,2021-10-03,0.00,59.2,82.4
Location 84,-117.2849,33.0358,105,2021-10-04,0.00,62.0,83.2
Location 84,-117.2849,33.0358,105,2021-10-05,0.63,63.9,77.4
Location 84,-117.2849,33.0358,105,2021-10-06,0.00,64.0,73.6
Location 84,-117.2849,33.0358,105,2021-10-07,0.00,64.8,69.7
Location 84,-117.2849,33.0358,105,2021-10-08,0.27,63.4,67.7
Location 84,-117.2849,33.0358,105,2021-10-09,0.11,59.3,66.6
Location 84,-117.2849,33.0358,105,2021-10-10,0.00,55.9,67.4
Location 84,-117.2849,33.0358,105,2021-10-11,0.00,54.9,68.9
Location 84,-117.2849,33.0358,105,2021-10-12,0.00,57.5,66.4
Location 84,-117.2849,33.0358,105,2021-10-13,0.00,49.8,66.4
Location 84,-117.2849,33.0358,105,2021-10-14,0.00,49.1,66.7
Location 84,-117.2849,33.0358,105,2021-10-15,0.00,50.9,68.1
Location 84,-117.2849,33.0358,105,2021-10-16,0.00,53.8,84.6
Location 84,-117.2849,33.0358,105,2021-10-17,0.00,54.1,79.4
Location 84,-117.2849,33.0358,105,2021-10-18,0.00,54.9,69.9
Location 84,-117.2849,33.0358,105,2021-10-19,0.00,49.8,64.4
Location 84,-117.2849,33.0358,105,2021-10-20,0.00,49.3,63.4
Location 84,-117.2849,33.0358,105,2021-10-21,0.00,49.7,64.9
Location 84,-117.2849,33.0358,105,2021-10-22,0.00,52.2,66.0
Location 84,-117.2849,33.0358,105,2021-10-23,0.00,57.6,64.1
Location 84,-117.2849,33.0358,105,2021-10-24,0.00,56.7,63.5
Location 84,-117.2849,33.0358,105,2021-10-25,0.00,55.9,65.0
Location 84,-117.2849,33.0358,105,2021-10-26,0.29,54.5,63.9
Location 84,-117.2849,33.0358,105,2021-10-27,0.00,52.0,63.3
Location 84,-117.2849,33.0358,105,2021-10-28,0.00,51.6,72.1
Location 84,-117.2849,33.0358,105,2021-10-29,0.00,56.6,77.8
Location 84,-117.2849,33.0358,105,2021-10-30,0.00,57.6,72.3
Location 84,-117.2849,33.0358,105,2021-10-31,0.00,59.6,61.7
Location 84,-117.2849,33.0358,105,2021-11-01,0.00,55.0,65.2
Location 84,-117.2849,33.0358,105,2021-11-02,0.00,55.7,66.3
Location 84,-117.2849,33.0358,105,2021-11-03,0.00,56.3,63.1
Location 84,-117.2849,33.0358,105,2021-11-04,0.00,55.2,63.8
Location 84,-117.2849,33.0358,105,2021-11-05,0.00,54.3,63.2
Location 84,-117.2849,33.0358,105,2021-11-06,0.00,54.0,63.1
Location 84,-117.2849,33.0358,105,2021-11-07,0.00,57.0,63.9
Location 84,-117.2849,33.0358,105,2021-11-08,0.00,53.8,63.5
Location 84,-117.2849,33.0358,105,2021-11-09,0.00,51.4,64.1
Location 84,-117.2849,33.0358,105,2021-11-10,0.00,55.0,64.6
Location 84,-117.2849,33.0358,105,2021-11-11,0.00,51.8,66.0
Location 84,-117.2849,33.0358,105,2021-11-12,0.00,52.2,78.5
Location 84,-117.2849,33.0358,105,2021-11-13,0.00,64.8,84.2
Location 84,-117.2849,33.0358,105,2021-11-14,0.00,52.4,80.6
Location 84,-117.2849,33.0358,105,2021-11-15,0.00,51.5,75.2
Location 84,-117.2849,33.0358,105,2021-11-16,0.00,48.5,71.2
Location 84,-117.2849,33.0358,105,2021-11-17,0.00,52.9,62.1
Location 84,-117.2849,33.0358,105,2021-11-18,0.00,49.2,64.9
Location 84,-117.2849,33.0358,105,2021-11-19,0.00,51.1,61.8
Location 84,-117.2849,33.0358,105,2021-11-20,0.00,54.1,62.3
Location 84,-117.2849,33.0358,105,2021-11-21,0.00,48.9,61.9
Location 84,-117.2849,33.0358,105,2021-11-22,0.00,47.1,78.7
Location 84,-117.2849,33.0358,105,2021-11-23,0.00,50.1,77.1
Location 84,-117.2849,33.0358,105,2021-11-24,0.00,49.1,69.4
Location 84,-117.2849,33.0358,105,2021-11-25,0.00,44.3,66.4
Location 84,-117.2849,33.0358,105,2021-11-26,0.00,54.2,77.0
Location 84,-117.2849,33.0358,105,2021-11-27,0.00,44.4,75.4
Location 84,-117.2849,33.0358,105,2021-11-28,0.00,43.4,71.1
Location 84,-117.2849,33.0358,105,2021-11-29,0.00,42.8,68.8
Location 84,-117.2849,33.0358,105,2021-11-30,0.00,42.7,70.3
Location 84,-117.2849,33.0358,105,2021-12-01,0.00,45.2,63.0
Location 84,-117.2849,33.0358,105,2021-12-02,0.00,45.2,66.1
Location 84,-117.2849,33.0358,105,2021-12-03,0.00,52.4,60.9
Location 84,-117.2849,33.0358,105,2021-12-04,0.00,53.8,60.7
Location 84,-117.2849,33.0358,105,2021-12-05,0.00,54.1,60.4
